label,mode,backend,oci_runtime,timestamp,process_pss_kb,control_plane_pss_kb,overhead_pss_kb_total,controller_pss_kb,ingress_pss_kb,runtime_pss_kb,k3s_control_plane_pss_kb,app_mem_bytes,system_mem_bytes,host_system_cgroups_bytes,mem_available_before_bytes,mem_available_after_bytes,mem_available_delta_bytes
r20260413-fullretest5+podman+crun+rootless+cg2-rollout-2-post,k1s,podman,crun,20260413-211408,119256,119256,119256,80815,0,38441,0,30199808,0,4926836736,29041520640,29108338688,66818048
r20260413-fullretest5+podman+crun+rootless+cg2-rollout-5-during,k1s,podman,crun,20260413-211520,215721,215721,215721,80815,0,134906,0,166154240,0,4926836736,28785147904,28857683968,72536064
r20260413-fullretest5+podman+crun+rootless+cg2-rollout-5-post,k1s,podman,crun,20260413-211611,168052,168052,168052,80817,0,87235,0,75489280,0,4926836736,28951932928,28957790208,5857280
r20260413-fullretest5+podman+crun+priv+cg2-idle,k1s,podman,crun,20260413-211710,271375,271375,271375,79536,0,191839,0,0,0,4926832640,29120905216,29157556224,36651008
r20260413-fullretest5+podman+crun+priv+cg2-pods-1,k1s,podman,crun,20260413-211752,329792,329792,329792,80193,0,249599,0,19410944,0,4926836736,29091971072,29116047360,24076288
r20260413-fullretest5+podman+crun+priv+cg2-pods-5,k1s,podman,crun,20260413-211846,329474,329474,329474,80457,0,249017,0,92090368,0,4926836736,29035974656,29043224576,7249920
r20260413-fullretest5+podman+crun+priv+cg2-pods-10,k1s,podman,crun,20260413-212010,332240,332240,332240,80689,0,251551,0,186327040,0,4926844928,28917948416,28963516416,45568000
r20260413-fullretest5+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-212118,320666,320666,320666,80688,0,239978,0,30187520,0,4926853120,29101768704,29085880320,15888384
r20260413-fullretest5+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-212156,323740,323740,323740,80701,0,243039,0,30187520,0,4926836736,29108076544,29088768000,19308544
r20260413-fullretest5+podman+crun+priv+cg2-rollout-5-during,k1s,podman,crun,20260413-212404,323546,323546,323546,80703,0,242843,0,30187520,0,4926832640,29040947200,29086326784,45379584
r20260413-fullretest5+podman+crun+priv+cg2-rollout-5-post,k1s,podman,crun,20260413-212451,320778,320778,320778,80713,0,240065,0,75481088,0,4926582784,29132193792,29074296832,57896960
r20260413-fullretest5+docker+crun+k1nd-idle,k1s,docker,runc,20260413-212550,142378,142378,142378,92414,47784,2180,0,0,92999680,4926849024,29088423936,29099708416,11284480
r20260413-fullretest5+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-212622,142738,142738,142738,92780,47784,2174,0,18882560,93073408,4926828544,29008740352,29082316800,73576448
r20260413-fullretest5+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-212657,142728,142728,142728,92770,47784,2174,0,94699520,93151232,4926844928,28926238720,28962893824,36655104
r20260413-fullretest5+docker+crun+k1nd-pods-10,k1s,docker,runc,20260413-212734,142831,142831,142831,92832,47820,2179,0,191168512,93327360,4926828544,28761423872,28830687232,69263360
r20260413-fullretest5+docker+crun+k1nd-rollout-2-during,k1s,docker,runc,20260413-212815,138098,138098,138098,90016,45848,2234,0,30437376,91320320,4926832640,28940574720,29040484352,99909632
r20260413-fullretest5+docker+crun+k1nd-rollout-2-post,k1s,docker,runc,20260413-212846,138102,138102,138102,90015,45848,2239,0,30441472,91299840,4926836736,29005557760,29068742656,63184896
r20260413-fullretest5+docker+crun+k1nd-rollout-5-during,k1s,docker,runc,20260413-212947,136146,136146,136146,89012,44900,2234,0,76111872,90419200,4926844928,28817354752,29004824576,187469824
r20260413-fullretest5+docker+crun+k1nd-rollout-5-post,k1s,docker,runc,20260413-213019,136149,136149,136149,89016,44900,2233,0,76107776,90394624,4926832640,28928974848,28986363904,57389056
r20260413-fullretest5+k3d+crun+-idle,k3s,docker,runc,20260413-213132,799733,794264,794264,0,0,0,565324,0,1205891072,4926844928,28609212416,28396658688,212553728
r20260413-fullretest5+k3d+crun+-pods-1,k3s,docker,runc,20260413-213212,908582,903040,903040,0,71816,0,569325,20275200,1377701888,4926836736,28285018112,28385173504,100155392
r20260413-fullretest5+k3d+crun+-pods-5,k3s,docker,runc,20260413-213257,906502,900964,900964,0,72200,0,572211,100704256,1560432640,4926574592,28273356800,28312039424,38682624
r20260413-fullretest5+k3d+crun+-pods-10,k3s,docker,runc,20260413-213335,911419,905880,905880,0,71896,0,576451,201654272,1579905024,4926836736,28175581184,28191158272,15577088
r20260413-fullretest5+k3d+crun+-rollout-2-during,k3s,docker,runc,20260413-213406,926023,921580,921580,0,72068,0,576055,15867904,1976238080,4926844928,28316721152,28362366976,45645824
r20260413-fullretest5+k3d+crun+-rollout-2-post,k3s,docker,runc,20260413-213437,917411,913007,913007,0,72144,0,580207,33951744,1987674112,4926832640,28306751488,28334997504,28246016
r20260413-fullretest5+k3d+crun+-rollout-5-during,k3s,docker,runc,20260413-213515,912483,908064,908064,0,72360,0,579803,59834368,1970487296,4926844928,28285456384,28307378176,21921792
r20260413-fullretest5+k3d+crun+-rollout-5-post,k3s,docker,runc,20260413-213546,912363,907916,907916,0,72440,0,578339,100585472,1971847168,4926832640,28295909376,28291272704,4636672
r20260413-fullretest5+cri+crun+containerd-idle,k1s,cri,crun,20260413-213701,271499,271499,271499,79785,0,191714,0,0,0,4920946688,29210517504,29187256320,23261184
r20260413-fullretest5+cri+crun+containerd-pods-1,k1s,cri,crun,20260413-213738,275542,275542,275542,85142,0,190400,0,19156992,0,4920942592,29111611392,29186375680,74764288
r20260413-fullretest5+cri+crun+containerd-pods-5,k1s,cri,crun,20260413-213819,275234,275234,275234,85186,0,190048,0,95698944,0,4920946688,29002743808,29062578176,59834368
r20260413-fullretest5+cri+crun+containerd-pods-10,k1s,cri,crun,20260413-213901,276890,276890,276890,84462,0,192428,0,192540672,0,4921204736,28943081472,28925206528,17874944
r20260413-fullretest5+cri+crun+containerd-rollout-2-during,k1s,cri,crun,20260413-213945,274719,274719,274719,85502,0,189217,0,30117888,0,4920979456,28964773888,29143588864,178814976
r20260413-fullretest5+cri+crun+containerd-rollout-2-post,k1s,cri,crun,20260413-214017,267684,267684,267684,84866,0,182818,0,30117888,0,4920684544,29035831296,29171822592,135991296
r20260413-fullretest5+cri+crun+containerd-rollout-5-during,k1s,cri,crun,20260413-214102,270158,270158,270158,85306,0,184852,0,75300864,0,4920950784,28934234112,29070766080,136531968
r20260413-fullretest5+cri+crun+containerd-rollout-5-post,k1s,cri,crun,20260413-214134,269083,269083,269083,84562,0,184521,0,75300864,0,4920946688,29005660160,29082689536,77029376
r20260415-fullretest+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260415-120223,85654,85654,85654,82422,0,3232,0,0,0,729587712,16768991232,16886792192,117800960
r20260415-fullretest+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260415-120256,104068,104068,104068,82979,0,21089,0,86634496,0,729849856,16717877248,16820457472,102580224
r20260415-fullretest+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260415-120330,152572,152572,152572,83163,0,69409,0,93745152,0,729595904,16552742912,16630558720,77815808
